city;;name;lon;lat
Bogor; Indonesia;SPBU 34.166.14;10.677.846.205.552.400;-6.601.526.030.623.910
Bogor; Indonesia;SPBU;10.680.451.700.592.600;-6.567.731.453.077.700
Bogor; Indonesia;SPBU 34.161.21;10.680.177.230.673.400;-6.611.816.560.401.040
Bogor; Indonesia;SPBU 31.161.13;10.678.833.371.017.500;-6.574.021.004.860.150
Bogor; Indonesia;SPBU Pertamina;1.067.663.977;-65.689.851
Bogor; Indonesia;Pertamina;10.675.908.311.474.500;-657.798.429.545.414
Bogor; Indonesia;SPBU Pertamina;10.678.629.857.197.100;-6.560.093.019.170.520
Bogor; Indonesia;Shell;10.680.797.646.457.500;-657.628.761.863.655
Bogor; Indonesia;SPBG PGN BOGOR;10.678.796.515.498.300;-659.094.582.347.766
Bogor; Indonesia;;10.678.604.395.331.500;-6.640.352.075.761.490
Bogor; Indonesia;Pertamina;10.682.150.526.827.900;-6.550.412.450.158.490
Bogor; Indonesia;;10.681.626.643.700.200;-65.563.314.252.147.700
Bogor; Indonesia;SPBU 34-16109;10.681.023.459.484.400;-65.661.200.099.899.800
Bogor; Indonesia;SPBU Pertamina;10.681.815.415.000.000;-65.783.641
Bogor; Indonesia;shell;10.674.203.161.706.400;-6.572.890.641.635.670
Bogor; Indonesia;Pertamina;10.675.696.115.000.000;-65.692.161
Bogor; Indonesia;Shell;10.677.367.622.818.300;-6.556.739.716.982.240
Bogor; Indonesia;SPBU Pertamina;1.067.734.855;-65.567.769.500.000.000
Bogor; Indonesia;SPBU BP AKR;10.677.930.275.005.700;-6.556.551.547.616.980
Bogor; Indonesia;Shell;10.678.474.922.122.000;-6.588.479.875.520.830
Bogor; Indonesia;SPBU VIVO Bogor;10.679.735.617.180.900;-6.580.827.209.794.590
Bogor; Indonesia;SPBU Pertamina;1.068.251.451.840.590;-6.631.679.361.797.730
Bogor; Indonesia;SPBU VIVO Pajaran;10.680.509.338.710.700;-6.589.588.927.182.940
Depok; Indonesia;SPBU Margonda;1.068.303.387;-63.838.536
Depok; Indonesia;SPBU Beji;1.068.135.231;-63.741.972
Depok; Indonesia;SPBU Sawangan;1.068.057.737;-63.967.594
Depok; Indonesia;SPBU Pertamina;1.067.456.337;-64.051.845
Depok; Indonesia;SPBU Limo;1.067.687.355;-63.893.005
Depok; Indonesia;;1.067.719.296;-63.997.202
Depok; Indonesia;;106.771.367;-64.008.407
Depok; Indonesia;;1.067.782.926;-63.962.742
Depok; Indonesia;SPBU;1.067.893.456;-63.181.195
Depok; Indonesia;Pertamina;1.068.187.359;-64.044.084
Depok; Indonesia;SPBU 34.164.17;1.068.085.519;-63.812.702
Depok; Indonesia;SPBU Cipayung Jaya;1.067.975.573;-64.389.832
Depok; Indonesia;SPBU Pertamina 34-16416;1.068.376.493;-6.403.842
Depok; Indonesia;Pertamina SPBU 34-16415;1.068.426.475;-63.925.169
Depok; Indonesia;SPBU BP;1.069.044.536;-63.759.233
Depok; Indonesia;SPBU Kelapa 2;10.684.580.601.654.100;-6.355.130.365.457.400
Depok; Indonesia;SPBU Kelapa 2 Pal;106.854.008.324.031;-6.355.325.824.532.990
Depok; Indonesia;;10.681.867.576.614.000;-6.404.404.533.021.650
Depok; Indonesia;SPBU 34-16416;10.683.757.720.952.300;-6.404.092.501.624.980
Depok; Indonesia;SPBU;1.067.337.977;-641.524.645
Depok; Indonesia;SPBU34.16414;10.682.921.911.596.600;-6.445.144.077.899.150
Depok; Indonesia;Pertamina;10.683.290.143.956.300;-6.374.139.163.132.520
Depok; Indonesia;;10.683.076.143.687.100;-63.811.186.733.764.500
Depok; Indonesia;Shell;10.683.354.555.470.500;-6.364.989.693.563.370
Depok; Indonesia;SPBU Pertamina;1.067.460.020.716.560;-6.379.519.952.960.450
Depok; Indonesia;;10.686.785.248.839.500;-6.386.355.984.030.260
Depok; Indonesia;SPBU 34-16920;10.685.391.057.031.400;-6.442.675.252.375.020
Depok; Indonesia;Pertamina;10.687.200.141.656.600;-63.729.894.326.050.300
Depok; Indonesia;Pertamina;10.685.658.812.771.500;-6.423.144.165.049.370
Depok; Indonesia;;10.682.975.019.999.900;-638.419
Depok; Indonesia;SPBU Limo Raya;10.677.536.247.150.100;-636.642.248.272.127
Depok; Indonesia;Pertamina;10.689.078.355.000.000;-640.647.255
Depok; Indonesia;Pertamina;10.683.197.526.315.800;-6.375.066.493.308.570
Depok; Indonesia;Pertamina SPBU 34-16415;10.684.264.871.104.900;-6.392.289.652.821.700
Depok; Indonesia;SPBU 34-16919;10.687.154.925.271.800;-6.444.137.230.769.990
Depok; Indonesia;SPBU 34-16419;1.068.827.159.779.630;-6.384.996.960.771.900
Depok; Indonesia;Pertamina;10.682.603.789.551.000;-63.997.849.809.307.700
Depok; Indonesia;Shell Siliwangi;10.682.227.284.488.500;-6.399.191.229.866.950
Depok; Indonesia;SPBG Pertamina Depok;1.068.344.782.298.210;-6.403.486.948.326.410
Depok; Indonesia;Shell;10.678.699.393.679.400;-63.943.827.589.475.000
Depok; Indonesia;Shell Meruyung;10.676.845.739.657.700;-6.385.404.123.138.110
Depok; Indonesia;Shell;10.678.539.148.611.100;-6.327.592.394.183.460
Depok; Indonesia;SPBU VIVO Limo;1.067.745.146.637.660;-6.366.643.976.940.850
Tangerang; Indonesia;SPBU Pertamina;1.066.854.052;-6.142.002
Tangerang; Indonesia;;1.065.988.294;-6.175.008
Tangerang; Indonesia;Pertamina;106.632.764;-61.607.369
Tangerang; Indonesia;;1.066.248.661;-61.724.952
Tangerang; Indonesia;;1.066.252.595;-61.736.868
Tangerang; Indonesia;;1.066.243.012;-61.904.836
Tangerang; Indonesia;;1.065.992.279;-61.820.514
Tangerang; Indonesia;SPBU Pertamina;1.067.172.371;-6.203.834
Tangerang; Indonesia;Pertamina;106.636.117;-6.192.772
Tangerang; Indonesia;Pertamina;1.066.362.768;-61.928.407
Tangerang; Indonesia;Pertamina;1.066.724.143;-61.718.692
Tangerang; Indonesia;;1.066.807.577;-6.115.164
Tangerang; Indonesia;Shell;1.066.750.168;-611.959
Tangerang; Indonesia;;1.066.324.439;-61.451.683
Tangerang; Indonesia;SPBU Pertamina;1.066.080.451;-6.171.133
Tangerang; Indonesia;;1.066.096.652;-6.171.257
Tangerang; Indonesia;SPBU Pertamina;1.065.936.805;-61.892.953
Tangerang; Indonesia;Pom bensin Ciledug;1.067.122.657;-62.256.243
Tangerang; Indonesia;Pertamina;1.066.443.195;-61.615.784
Tangerang; Indonesia;SPBU 34-15207;10.669.438.457.544.700;-6.244.654.939.002.260
Tangerang; Indonesia;;106.599.852.445.685;-6.188.268.259.000.940
Tangerang; Indonesia;Pompa Bensin Non-Subsidi;10.664.057.151.778.600;-6.200.528.654.211.630
Tangerang; Indonesia;Pertamina;10.662.038.407.964.500;-6.221.708.787.713.800
Tangerang; Indonesia;POM Bensin PERTAMINA;10.670.505.465.575.900;-622.288.749.638.717
Tangerang; Indonesia;SPBU VIVO Modernland;10.663.555.732.510.200;-6.194.713.613.916.740
Tangerang; Indonesia;SPBU 34-15117;10.670.224.931.691.800;-6.232.193.740.257.080
Tangerang; Indonesia;Pertamina;106.678.207.132.333;-6.213.998.690.591.110
Tangerang; Indonesia;Pertamina;10.668.158.870.920.700;-6.214.392.471.887.330
Tangerang; Indonesia;Pertamina;10.661.928.102.408.500;-6.215.821.804.842.720
Tangerang; Indonesia;SPBU Pertamina;10.670.166.139.074.400;-6.248.459.578.675.860
Tangerang; Indonesia;Shell Karang Tengah;10.670.684.938.897.700;-6.218.897.414.483.490
Tangerang; Indonesia;Pertamina;10.674.270.725;-623.643.875
Tangerang; Indonesia;Pertamina;10.665.274.557.153.800;-6.174.808.397.665.260
Tangerang; Indonesia;Shell;1.066.402.706;-619.245.305
Tangerang; Indonesia;Pertamina;10.664.062.233.144.800;-6.192.181.831.570.740
Tangerang; Indonesia;Pertamina;10.663.756.877.702.000;-6.192.851.541.064.800
Tangerang; Indonesia;Shell;10.662.893.987.068.100;-6.197.705.591.572.260
Tangerang; Indonesia;Pertamina;10.669.306.756.399.000;-6.222.942.151.468.560
Tangerang; Indonesia;Pertamina;10.658.358.793.661.000;-6.196.950.044.794.140
Tangerang; Indonesia;Pertamina;1.065.737.090.686.540;-6.201.600.511.502.230
Tangerang; Indonesia;Pertamina;10.669.673.894.999.900;-6.199.169.549.999.990
Tangerang; Indonesia;Pertamina;1.066.592.673.040.790;-6.178.964.313.094.550
Tangerang; Indonesia;Pertamina;10.666.894.415;-619.135.775
Tangerang; Indonesia;Pertamina;10.667.913.162.021.000;-6.173.610.037.222.150
Tangerang; Indonesia;Shell;10.664.922.545.237.700;-6.185.344.124.904.620
Tangerang; Indonesia;Pertamina;10.665.007.643.773.400;-6.184.877.205.969.390
Tangerang; Indonesia;Shell;10.665.630.976.743.400;-6.221.084.453.439.930
Tangerang; Indonesia;;10.671.259.955.247.900;-624.226.673.043.392
Tangerang; Indonesia;Shell;10.668.878.716.077.400;-6.230.436.932.741.480
Tangerang; Indonesia;Shell;10.670.639.297.327.400;-6.197.556.293.492.060
Tangerang; Indonesia;BP;10.662.930.016.038.100;-6.210.906.350.863.640
Tangerang; Indonesia;Pertamina;1.066.315.325.663.020;-6.216.502.693.440.280
Tangerang; Indonesia;Pertamina;10.663.137.838.152.300;-6.217.611.249.447.210
Tangerang; Indonesia;Pertamina;10.663.697.283.933.200;-6.223.985.729.660.720
Tangerang; Indonesia;Shell;10.661.735.993.753.500;-6.218.116.181.748.540
Bekasi; Indonesia;;1.069.177.516;-63.737.153
Bekasi; Indonesia;;1.069.567.005;-6.302.018
Bekasi; Indonesia;Pertamina;1.070.167.532;-62.679.799
Bekasi; Indonesia;SPBU Pertamina;1.069.244.007;-6.311.208
Bekasi; Indonesia;;1.070.275.207;-63.193.044
Bekasi; Indonesia;Pertamini;1.069.358.319;-63.515.724
Bekasi; Indonesia;Bensin Kong Janin;1.069.986.297;-62.932.768
Bekasi; Indonesia;;1.069.959.735;-62.905.477
Bekasi; Indonesia;;1.070.165.456;-62.068.822
Bekasi; Indonesia;Bensin;1.070.042.021;-63.043.608
Bekasi; Indonesia;Mobil Indostation Mustikasari;107.012.814;-62.899.336
Bekasi; Indonesia;;1.070.140.791;-62.905.587
Bekasi; Indonesia;;106.998.851;-6.295.217
Bekasi; Indonesia;;1.069.990.001;-62.951.913
Bekasi; Indonesia;;1.069.989.763;-63.001.384
Bekasi; Indonesia;;1.069.851.265;-62.920.478
Bekasi; Indonesia;SPBU Pertamina;1.069.145.936;-63.748.875
Bekasi; Indonesia;SPBU BP;1.070.356.145;-6.291.496
Bekasi; Indonesia;;1.070.030.204;-62.815.508
Bekasi; Indonesia;;1.070.151.569;-62.498.584
Bekasi; Indonesia;SPBU VIVO Jatibening;10.695.044.550.076.700;-6.265.250.852.301.550
Bekasi; Indonesia;;10.696.564.212.024.500;-62.337.254.019.871.600
Bekasi; Indonesia;SPBU 34-17129;10.701.497.938.906.700;-6.242.099.867.146.270
Bekasi; Indonesia;Pertamina 34-17135;10.700.738.492.572.000;-6.235.708.924.982.740
Bekasi; Indonesia;SPBU 34-17106;10.700.095.862.739.700;-6.238.025.188.439.690
Bekasi; Indonesia;Pertamina;10.700.000.979.387.600;-6.249.788.309.798.730
Bekasi; Indonesia;SPBU 34-17124;1.070.007.037.276.590;-6.261.125.236.994.630
Bekasi; Indonesia;SPBU 34-17119;10.702.316.638.496.900;-6.253.157.329.938.130
Bekasi; Indonesia;Pertamina;10.699.404.315;-6.258.159.149.999.990
Bekasi; Indonesia;Shell Ahmad Yani-1 BKS;1.069.927.270.530.450;-6.248.567.026.158.820
Bekasi; Indonesia;SPBU Pertamina 31.171.01;10.699.216.250.046.800;-6.250.967.156.028.090
Bekasi; Indonesia;SPBU 34-17127;10.701.458.163.485.700;-6.259.038.289.580.610
Bekasi; Indonesia;SPBU 34-17114;10.699.874.125.018.500;-6.261.935.061.393.260
Bekasi; Indonesia;SPBU 34-17102;10.699.524.773.490.200;-6.260.636.080.275.100
Bekasi; Indonesia;Pertamina;10.698.842.195.867.800;-62.569.143.983.250.000
Bekasi; Indonesia;Pertamina 34-17105;10.697.281.140.637.700;-6.278.952.347.866.520
Bekasi; Indonesia;Pertamina 34.174.17;10.696.835.421.182.600;-6.287.465.170.161.240
Bekasi; Indonesia;Pertamina 34 171 43;10.695.925.211.516.100;-6.259.340.264.405.560
Bekasi; Indonesia;Pertamina 34.17145;10.699.369.623.755.600;-6.270.774.132.805.540
Bekasi; Indonesia;SPBU;1.070.277.359.163.430;-6.242.843.649.060.750
Bekasi; Indonesia;SPBE Pertamina;10.702.138.220.954.500;-6.324.691.173.395.680
Bekasi; Indonesia;SPBG PGN Pondok Ungu;10.697.554.232.387.800;-62.009.101.110.766.800
Bekasi; Indonesia;Pertamina;10.696.461.475.256.100;-6.221.123.778.022.820
Bekasi; Indonesia;Pertamina 34-17139;10.701.817.114.523.200;-622.143.437.543.164
Bekasi; Indonesia;Pertamina 34-17148;1.070.066.819;-61.892.752.500.000.000
Bekasi; Indonesia;;10.697.157.818.411.400;-6.193.158.302.884.260
Bekasi; Indonesia;Pertamina;10.691.298.694.698.700;-62.753.222.283.192.600
Bekasi; Indonesia;Pertamina;10.692.205.189.840.100;-6.297.428.416.256.760
Bekasi; Indonesia;SPBU 34-1747;10.700.876.793.587.900;-6.265.282.484.290.260
Bekasi; Indonesia;Pertamina;10.700.143.471.288.400;-6.268.918.140.995.050
Bekasi; Indonesia;Pertamina;10.701.675.810.401.600;-6.267.976.698.050.020
Bekasi; Indonesia;Pertamina;10.692.280.318.488.500;-6.286.024.547.703.370
Bekasi; Indonesia;Pertamina 34-17413;106.961.164.097.209;-6.293.112.430.380.110
Bekasi; Indonesia;Pertamina;1.069.392.584.361.080;-62.884.447.072.626.600
Bekasi; Indonesia;Pertamina;1.069.368.595.280.590;-6.305.210.290.478.100
Bekasi; Indonesia;Pertamina;10.695.135.762.898.500;-6.286.587.377.254.140
Bekasi; Indonesia;Pertamina;10.695.059.466.967.500;-62.702.545.844.240.900
Bekasi; Indonesia;Shell Jatibening-1 Bekasi;1.069.494.775.695.100;-6.258.459.187.447.020
Bekasi; Indonesia;Pertamina;10.695.961.285;-624.901.095
Bekasi; Indonesia;Pertamina;10.694.600.287.944.600;-6.329.739.734.395.320
Bekasi; Indonesia;Shell Noer Ali-1 Bekasi;10.694.904.487.377.300;-6.249.388.702.908.070
Bekasi; Indonesia;Pertamina 34-17115;10.693.523.960.384.500;-6.274.428.020.109.300
Bekasi; Indonesia;Pertamina;10.691.166.597.763.500;-62.704.225.646.576
Bekasi; Indonesia;Pertamina 34-17117;10.697.743.614.999.900;-6.208.956.249.999.990
Bekasi; Indonesia;Pertamina 31.171.05;10.697.649.991.353.400;-6.201.684.697.221.670
Bekasi; Indonesia;SPBU VIVO Bekasi;1.069.872.354.966.430;-6.231.345.222.134.080
Bekasi; Indonesia;Pertamina;10.699.437.923.913.600;-6.233.747.284.884.040
Bekasi; Indonesia;SPBU 34-17410;10.692.157.714.999.900;-635.218.055
Bekasi; Indonesia;SPBU;10.700.356.200.225.100;-6.292.321.541.451.940
Bekasi; Indonesia;Pertamina 34.17518;10.703.120.855.185.500;-6.291.776.659.667.060
Bekasi; Indonesia;Pertamina;10.692.667.928.493.200;-6.258.471.366.164.980
Bekasi; Indonesia;Pertamina;10.692.838.679.582.400;-6.258.442.822.684.180
Bekasi; Indonesia;Pertamina 34-1714000;10.700.316.435.090.500;-6.203.581.149.526.540
Bekasi; Indonesia;Pertamina 34-17136;10.701.747.736.003.100;-62.068.601.578.599.800
Bekasi; Indonesia;Pertamina 34-17137;10.698.681.021.224.500;-6.226.927.668.536.230
Bekasi; Indonesia;Pertamina 34-17107;1.070.154.881.813.140;-6.221.916.619.456.290
Bekasi; Indonesia;BP Grand Galaxy;10.697.451.619.991.700;-62.673.712.276.434.700
Bekasi; Indonesia;SPBU VIVO Pekayon;10.697.552.814.880.200;-6.276.425.788.734.490
Bekasi; Indonesia;SPBU 34.174.14;10.696.856.572.727.600;-6.296.380.609.984.390
Bekasi; Indonesia;SPBU VIVO Jatikramat;10.694.443.650.840.700;-6.286.969.528.775.620
Bekasi; Indonesia;Shell Raya Pekayon-1 Bekasi;10.696.743.144.438.700;-6.286.788.537.477.210
Bekasi; Indonesia;Pertamina 34-17130;10.699.937.671.652.100;-6.176.569.099.227.840
Bekasi; Indonesia;Pertamina 34-17123;10.697.751.775.286.400;-61.854.987.312.348.100
Bekasi; Indonesia;SPBU VIVO Margajaya;10.699.231.590.069.700;-6.250.149.610.079.340
Bekasi; Indonesia;Shell Jatimekar-1;10.694.609.513.207.400;-6.286.339.149.190.770
Bekasi; Indonesia;Shell Wibawa Mukti-1 BKS;10.695.378.936.282.500;-6.308.611.016.132.620
Bekasi; Indonesia;Shell Cipendawa-1 BKS;10.697.611.202.868.700;-6.299.989.878.344.690
Bekasi; Indonesia;Shell Cut Mutia-2 BEKASI;10.700.255.296.608.400;-6.260.577.802.064.450
Bekasi; Indonesia;Shell Noer Ali-2;10.697.132.812.437.300;-6.249.904.459.634.460
Bekasi; Indonesia;Shell Pondok Gede-1 BKS;10.691.198.754.877.000;-6.269.472.697.562.770
Bekasi; Indonesia;Pertamina 34.17101;10.698.655.925.962.500;-6.286.370.399.401.900
Bekasi; Indonesia;SPBU VIVO Kalimalang;10.695.219.136.188.400;-6.249.303.161.303.920
Bekasi; Indonesia;SPBU VIVO Cimuning;10.701.932.240.208.200;-6.321.102.233.288.640
Bekasi; Indonesia;Shell Cut Meutia-1 BKS;10.699.296.505.087.100;-6.272.262.966.373.270
Bekasi; Indonesia;Pertamina;10.696.527.599.289.300;-6.233.429.217.228.200
Bekasi; Indonesia;Shell;10.696.326.429.178.700;-6.220.769.843.741.510
Bekasi; Indonesia;Pertamina;10.696.538.566.068.300;-62.464.257.975.719.200
